county,school_dist,pupil_total,stable,mobile,mobile_instances,disabled_pupil_total,disabled_stable,disabled_mobile,disabled_mobile_instances,limited_eng_pupil_total,limited_eng_stable,limited_eng_mobile,limited_eng_mobile_instances,poor_pupil_total,poor_stable,poor_mobile,poor_mobile_instances,migrant_pupil_total,migrant_stable,migrant_mobile,migrant_mobile_instances,title_1_pupil_total,title_1_stable,title_1_mobile,title_1_mobile_instances,homeless_pupil_total,homeless_stable,homeless_mobile,homeless_mobile_instances,gifted_pupil_total,gifted_stable,gifted_mobile,gifted_mobile_instances,female_pupil_total,female_stable,female_mobile,female_mobile_instances,male_pupil_total,male_stable,male_mobile,male_mobile_instances,asian_pupil_total,asian_stable,asian_mobile,asian_mobile_instances,black_pupil_total,black_stable,black_mobile,black_mobile_instances,hispanic_pupil_total,hispanic_stable,hispanic_mobile,hispanic_mobile_instances,white_pupil_total,white_stable,white_mobile,white_mobile_instances,disabled_grad_base_total,disabled_graduated,disabled_completed,limited_eng_grad_base_total,limited_eng_graduated,limited_eng_completed,poor_grad_base_total,poor_graduated,poor_completed,migrant_grad_base_total,migrant_graduated,migrant_completed,title_1_grad_base_total,title_1_graduated,title_1_completed,homeless_grad_base_total,homeless_graduated,homeless_completed,gifted_grad_base_total,gifted_graduated,gifted_completed,stable_rate,mobile_rate,mobile_instances_rate,disabled_stable_rate,disabled_mobile_rate,disabled_mobile_instances_rate,disabled_graduated_rate,disabled_completed_rate,limited_eng_stable_rate,limited_eng_mobile_rate,limited_eng_mobile_instances_rate,limited_eng_graduated_rate,limited_eng_completed_rate,poor_stable_rate,poor_mobile_rate,poor_mobile_instances_rate,poor_graduated_rate,poor_completed_rate,migrant_stable_rate,migrant_mobile_rate,migrant_mobile_instances_rate,migrant_graduated_rate,migrant_completed_rate,title_1_stable_rate,title_1_mobile_rate,title_1_mobile_instances_rate,title_1_graduated_rate,title_1_completed_rate,homeless_stable_rate,homeless_mobile_rate,homeless_mobile_instances_rate,homeless_graduated_rate,homeless_completed_rate,gifted_stable_rate,gifted_mobile_rate,gifted_mobile_instances_rate,gifted_graduated_rate,gifted_completed_rate,female_stable_rate,female_mobile_rate,female_mobile_instances_rate,male_stable_rate,male_mobile_rate,male_mobile_instances_rate,female_stable_rate_rate,female_mobile_rate_rate,female_mobile_instances_rate_rate,white_stable_rate,white_mobile_rate,white_mobile_instances_rate,black_stable_rate,black_mobile_rate,black_mobile_instances_rate,hispanic_stable_rate,hispanic_mobile_rate,hispanic_mobile_instances_rate,asian_stable_rate,asian_mobile_rate,asian_mobile_instances_rate
PARK,PARK COUNTY RE-2,624,403,220,226,66,48,18,20,5,2,3,3,315,162,153,157,0,0,0,0,97,82,15,16,0,0,0,0,44,40,4,4,304,188,116,119,320,215,104,107,2,0,2,2,9,2,7,7,75,43,32,35,525,347,177,180,3,1,1,1,0,0,13,7,8,0,0,0,0,0,0,0,0,0,2,2,2,64.58,35.26,36.22,72.73,27.27,30.3,33.33,33.33,40.0,60.0,60.0,0.0,0.0,51.43,48.57,49.84,53.85,61.54,0.0,0.0,0.0,0.0,0.0,84.54,15.46,16.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.91,9.09,9.09,100.0,100.0,61.84,38.16,39.14,67.19,32.5,33.44,20.34,12.55,12.88,66.1,33.71,34.29,22.22,77.78,77.78,57.33,42.67,46.67,0.0,100.0,100.0
PHILLIPS,HOLYOKE RE-1J,641,505,136,144,69,54,15,17,137,110,27,30,330,245,85,92,11,5,6,6,29,23,6,6,0,0,0,0,36,35,1,1,302,234,68,72,339,271,68,72,1,0,1,1,3,1,2,2,260,202,58,62,371,296,75,79,3,2,2,6,3,3,23,17,17,2,1,1,3,3,3,0,0,0,3,3,3,78.78,21.22,22.46,78.26,21.74,24.64,66.67,66.67,80.29,19.71,21.9,50.0,50.0,74.24,25.76,27.88,73.91,73.91,45.45,54.55,54.55,50.0,50.0,79.31,20.69,20.69,100.0,100.0,0.0,0.0,0.0,0.0,0.0,97.22,2.78,2.78,100.0,100.0,77.48,22.52,23.84,79.94,20.06,21.24,25.66,7.46,7.89,79.78,20.22,21.29,33.33,66.67,66.67,77.69,22.31,23.85,0.0,100.0,100.0
PHILLIPS,HAXTUN RE-2J,319,258,61,63,30,23,7,7,0,0,0,0,125,95,30,30,0,0,0,0,18,15,3,3,0,0,0,0,17,17,0,0,158,125,33,35,161,133,28,28,2,2,0,0,1,0,1,1,27,22,5,5,284,229,55,57,3,2,3,0,0,0,8,7,8,0,0,0,0,0,0,0,0,0,3,3,3,80.88,19.12,19.75,76.67,23.33,23.33,66.67,100.0,0.0,0.0,0.0,0.0,0.0,76.0,24.0,24.0,87.5,100.0,0.0,0.0,0.0,0.0,0.0,83.33,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,79.11,20.89,22.15,82.61,17.39,17.39,50.07,13.22,14.02,80.63,19.37,20.07,0.0,100.0,100.0,81.48,18.52,18.52,100.0,0.0,0.0
PITKIN,ASPEN 1,1819,1529,290,312,120,109,11,12,202,157,45,49,117,92,25,26,0,0,0,0,0,0,0,0,0,0,0,0,98,91,7,7,876,742,134,147,943,787,156,165,34,27,7,7,13,12,1,1,203,163,40,42,1554,1321,233,253,8,6,8,10,6,6,16,13,14,0,0,0,0,0,0,0,0,0,4,4,4,84.06,15.94,17.15,90.83,9.17,10.0,75.0,100.0,77.72,22.28,24.26,60.0,60.0,78.63,21.37,22.22,81.25,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.86,7.14,7.14,100.0,100.0,84.7,15.3,16.78,83.46,16.54,17.5,9.67,1.75,1.92,85.01,14.99,16.28,92.31,7.69,7.69,80.3,19.7,20.69,79.41,20.59,20.59
PROWERS,GRANADA RE-1,271,178,93,93,14,9,5,5,25,16,9,9,179,111,68,68,18,1,17,17,61,42,19,19,2,2,0,0,14,12,2,2,114,74,40,40,157,104,53,53,0,0,0,0,0,0,0,0,197,124,73,73,74,54,20,20,1,1,1,2,2,2,9,9,9,0,0,0,0,0,0,1,1,1,3,3,3,65.68,34.32,34.32,64.29,35.71,35.71,100.0,100.0,64.0,36.0,36.0,100.0,100.0,62.01,37.99,37.99,100.0,100.0,5.56,94.44,94.44,0.0,0.0,68.85,31.15,31.15,0.0,0.0,100.0,0.0,0.0,100.0,100.0,85.71,14.29,14.29,100.0,100.0,64.91,35.09,35.09,66.24,33.76,33.76,56.94,30.78,30.78,72.97,27.03,27.03,0.0,0.0,0.0,62.94,37.06,37.06,0.0,0.0,0.0
PROWERS,LAMAR RE-2,1782,1368,414,441,154,111,43,46,114,91,23,26,1242,920,322,347,48,39,9,10,894,708,186,196,25,10,15,15,127,112,15,16,846,642,204,215,936,726,210,226,7,6,1,1,10,8,2,2,927,741,186,199,790,577,213,227,7,6,6,4,2,2,82,47,51,6,3,3,66,37,39,0,0,0,11,11,11,76.77,23.23,24.75,72.08,27.92,29.87,85.71,85.71,79.82,20.18,22.81,50.0,50.0,74.07,25.93,27.94,57.32,62.2,81.25,18.75,20.83,50.0,50.0,79.19,20.81,21.92,56.06,59.09,40.0,60.0,60.0,0.0,0.0,88.19,11.81,12.6,100.0,100.0,75.89,24.11,25.41,77.56,22.44,24.15,8.97,2.85,3.0,73.04,26.96,28.73,80.0,20.0,20.0,79.94,20.06,21.47,85.71,14.29,14.29
PROWERS,HOLLY RE-3,291,240,51,55,29,27,2,2,71,57,14,15,205,164,41,44,21,20,1,1,168,133,35,39,0,0,0,0,32,28,4,4,126,95,31,33,165,145,20,22,1,0,1,1,0,0,0,0,141,119,22,23,143,115,28,31,2,2,2,3,3,3,13,13,13,1,1,1,2,2,2,0,0,0,4,4,4,82.47,17.53,18.9,93.1,6.9,6.9,100.0,100.0,80.28,19.72,21.13,100.0,100.0,80.0,20.0,21.46,100.0,100.0,95.24,4.76,4.76,100.0,100.0,79.17,20.83,23.21,100.0,100.0,0.0,0.0,0.0,0.0,0.0,87.5,12.5,12.5,100.0,100.0,75.4,24.6,26.19,87.88,12.12,13.33,59.84,19.52,20.79,80.42,19.58,21.68,0.0,0.0,0.0,84.4,15.6,16.31,0.0,100.0,100.0
PROWERS,WILEY RE-13 JT,256,181,75,75,11,8,3,3,6,6,0,0,143,89,54,54,2,2,0,0,93,79,14,14,0,0,0,0,7,7,0,0,132,100,32,32,124,81,43,43,0,0,0,0,3,3,0,0,74,47,27,27,173,130,43,43,0,0,0,0,0,0,11,7,7,0,0,0,1,0,0,0,0,0,0,0,0,70.7,29.3,29.3,72.73,27.27,27.27,0.0,0.0,100.0,0.0,0.0,0.0,0.0,62.24,37.76,37.76,63.64,63.64,100.0,0.0,0.0,0.0,0.0,84.95,15.05,15.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,75.76,24.24,24.24,65.32,34.68,34.68,57.39,18.36,18.36,75.14,24.86,24.86,100.0,0.0,0.0,63.51,36.49,36.49,0.0,0.0,0.0
PUEBLO,PUEBLO CITY 60,19216,14879,4288,4939,2195,1782,418,496,1324,1033,283,326,12394,10231,2057,2584,54,34,20,21,8451,6485,1936,2263,1421,1093,303,378,1129,998,126,138,9344,7232,2087,2395,9872,7647,2201,2544,122,94,28,29,465,313,151,170,12672,10104,2541,2990,5578,4118,1444,1610,127,36,38,72,43,44,876,490,538,4,3,3,65,6,16,119,60,67,139,125,128,77.43,22.31,25.7,81.18,19.04,22.6,28.35,29.92,78.02,21.37,24.62,59.72,61.11,82.55,16.6,20.85,55.94,61.42,62.96,37.04,38.89,75.0,75.0,76.74,22.91,26.78,9.23,24.62,76.92,21.32,26.6,50.42,56.3,88.4,11.16,12.22,89.93,92.09,77.4,22.34,25.63,77.46,22.3,25.77,0.83,0.24,0.27,73.83,25.89,28.86,67.31,32.47,36.56,79.73,20.05,23.6,77.05,22.95,23.77
PUEBLO,PUEBLO COUNTY 70,9920,7336,2565,2763,984,751,231,263,357,258,99,111,3806,2853,947,1035,37,26,11,12,417,289,128,137,32,10,22,25,796,713,83,89,4826,3562,1254,1339,5094,3774,1311,1424,71,45,26,27,136,83,53,56,3181,2305,866,939,6291,4734,1548,1666,44,27,29,11,4,6,287,218,238,4,3,3,10,3,6,9,4,5,84,78,82,73.95,25.86,27.85,76.32,23.48,26.73,61.36,65.91,72.27,27.73,31.09,36.36,54.55,74.96,24.88,27.19,75.96,82.93,70.27,29.73,32.43,75.0,75.0,69.3,30.7,32.85,30.0,60.0,31.25,68.75,78.12,44.44,55.56,89.57,10.43,11.18,92.86,97.62,73.81,25.98,27.75,74.09,25.74,27.95,1.53,0.54,0.58,75.25,24.61,26.48,61.03,38.97,41.18,72.46,27.22,29.52,63.38,36.62,38.03
RIO BLANCO,MEEKER RE1,735,541,194,196,64,48,16,16,63,47,16,16,209,139,70,71,1,1,0,0,76,51,25,25,0,0,0,0,28,28,0,0,364,258,106,108,371,283,88,88,3,2,1,1,3,2,1,1,106,81,25,25,607,446,161,163,2,2,2,1,1,1,9,8,8,0,0,0,1,0,0,0,0,0,6,6,6,73.61,26.39,26.67,75.0,25.0,25.0,100.0,100.0,74.6,25.4,25.4,100.0,100.0,66.51,33.49,33.97,88.89,88.89,100.0,0.0,0.0,0.0,0.0,67.11,32.89,32.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,70.88,29.12,29.67,76.28,23.72,23.72,19.47,8.0,8.15,73.48,26.52,26.85,66.67,33.33,33.33,76.42,23.58,23.58,66.67,33.33,33.33
RIO BLANCO,RANGELY RE-4,531,394,137,146,53,47,6,6,10,10,0,0,164,109,55,56,0,0,0,0,38,32,6,6,1,1,0,0,14,11,3,3,262,193,69,72,269,201,68,74,1,1,0,0,4,3,1,1,65,43,22,23,454,342,112,120,3,3,3,1,1,1,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,74.2,25.8,27.5,88.68,11.32,11.32,100.0,100.0,100.0,0.0,0.0,100.0,100.0,66.46,33.54,34.15,83.33,83.33,0.0,0.0,0.0,0.0,0.0,84.21,15.79,15.79,0.0,0.0,100.0,0.0,0.0,0.0,0.0,78.57,21.43,21.43,0.0,0.0,73.66,26.34,27.48,74.72,25.28,27.51,28.11,10.05,10.49,75.33,24.67,26.43,75.0,25.0,25.0,66.15,33.85,35.38,100.0,0.0,0.0
RIO GRANDE,DEL NORTE C-7,635,441,193,203,49,26,23,23,24,18,6,6,290,192,98,105,5,4,1,1,388,297,91,98,1,0,1,1,9,7,2,2,314,219,95,100,321,222,98,103,1,0,1,2,5,1,4,4,329,238,91,97,292,198,93,96,5,5,5,2,1,1,26,21,22,1,0,0,0,0,0,0,0,0,2,2,2,69.45,30.39,31.97,53.06,46.94,46.94,100.0,100.0,75.0,25.0,25.0,50.0,50.0,66.21,33.79,36.21,80.77,84.62,80.0,20.0,20.0,0.0,0.0,76.55,23.45,25.26,0.0,0.0,0.0,100.0,100.0,0.0,0.0,77.78,22.22,22.22,100.0,100.0,69.75,30.25,31.85,69.16,30.53,32.09,22.21,9.63,10.14,67.81,31.85,32.88,20.0,80.0,80.0,72.34,27.66,29.48,0.0,100.0,200.0
RIO GRANDE,MONTE VISTA C-8,1338,954,381,402,90,61,29,30,212,158,54,60,888,682,204,220,65,38,27,30,572,462,111,113,25,10,15,15,6,5,1,1,649,454,193,205,689,500,188,197,5,1,4,4,7,4,3,3,927,692,232,250,370,234,136,138,6,2,2,7,5,5,74,45,55,6,3,4,2,2,2,3,1,2,2,2,2,71.3,28.48,30.04,67.78,32.22,33.33,33.33,33.33,74.53,25.47,28.3,71.43,71.43,76.8,22.97,24.77,60.81,74.32,58.46,41.54,46.15,50.0,66.67,80.77,19.41,19.76,100.0,100.0,40.0,60.0,60.0,33.33,66.67,83.33,16.67,16.67,100.0,100.0,69.95,29.74,31.59,72.57,27.29,28.59,10.78,4.58,4.87,63.24,36.76,37.3,57.14,42.86,42.86,74.65,25.03,26.97,20.0,80.0,80.0
RIO GRANDE,SARGENT RE-33J,490,399,91,91,13,10,3,3,38,31,7,7,20,13,7,7,4,3,1,1,280,231,49,49,0,0,0,0,15,15,0,0,248,201,47,47,242,198,44,44,6,3,3,3,1,1,0,0,144,121,23,23,331,267,64,64,0,0,0,0,0,0,15,13,15,0,0,0,0,0,0,0,0,0,4,3,4,81.43,18.57,18.57,76.92,23.08,23.08,0.0,0.0,81.58,18.42,18.42,0.0,0.0,65.0,35.0,35.0,86.67,100.0,75.0,25.0,25.0,0.0,0.0,82.5,17.5,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,75.0,100.0,81.05,18.95,18.95,81.82,18.18,18.18,32.68,7.64,7.64,80.66,19.34,19.34,100.0,0.0,0.0,84.03,15.97,15.97,50.0,50.0,50.0
ROUTT,HAYDEN RE-1,423,307,116,118,60,49,11,11,29,24,5,5,191,130,61,63,0,0,0,0,38,32,6,6,1,1,0,0,13,13,0,0,186,134,52,54,237,173,64,64,6,5,1,1,4,3,1,1,48,37,11,11,361,258,103,105,7,6,6,0,0,0,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,72.58,27.42,27.9,81.67,18.33,18.33,85.71,85.71,82.76,17.24,17.24,0.0,0.0,68.06,31.94,32.98,87.5,87.5,0.0,0.0,0.0,0.0,0.0,84.21,15.79,15.79,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,72.04,27.96,29.03,73.0,27.0,27.0,38.73,15.03,15.61,71.47,28.53,29.09,75.0,25.0,25.0,77.08,22.92,22.92,83.33,16.67,16.67
ROUTT,STEAMBOAT SPRINGS RE-2,2485,1995,491,520,243,194,49,49,179,119,60,65,368,281,87,91,5,5,0,0,186,167,19,23,0,0,0,0,196,190,6,6,1195,973,222,234,1290,1022,269,286,39,26,13,13,9,6,3,3,237,175,62,65,2146,1741,406,431,22,11,11,9,5,5,24,15,15,0,0,0,0,0,0,0,0,0,30,29,30,80.28,19.76,20.93,79.84,20.16,20.16,50.0,50.0,66.48,33.52,36.31,55.56,55.56,76.36,23.64,24.73,62.5,62.5,100.0,0.0,0.0,0.0,0.0,89.78,10.22,12.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.94,3.06,3.06,96.67,100.0,81.42,18.58,19.58,79.22,20.85,22.17,6.81,1.55,1.64,81.13,18.92,20.08,66.67,33.33,33.33,73.84,26.16,27.43,66.67,33.33,33.33
ROUTT,SOUTH ROUTT RE 3,438,311,127,133,55,45,10,10,27,17,10,10,200,128,72,73,0,0,0,0,21,16,5,5,0,0,0,0,11,9,2,2,220,159,61,65,218,152,66,68,5,3,2,2,1,0,1,1,38,24,14,14,393,284,109,115,4,4,4,0,0,0,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,71.0,29.0,30.37,81.82,18.18,18.18,100.0,100.0,62.96,37.04,37.04,0.0,0.0,64.0,36.0,36.5,100.0,100.0,0.0,0.0,0.0,0.0,0.0,76.19,23.81,23.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.82,18.18,18.18,0.0,0.0,72.27,27.73,29.55,69.72,30.28,31.19,32.85,12.6,13.43,72.26,27.74,29.26,0.0,100.0,100.0,63.16,36.84,36.84,60.0,40.0,40.0
SAGUACHE,MOUNTAIN VALLEY RE 1,134,80,54,60,16,11,5,6,2,2,0,0,86,50,36,42,0,0,0,0,95,60,35,41,16,8,8,9,0,0,0,0,76,46,30,34,58,34,24,26,0,0,0,0,0,0,0,0,33,25,8,10,96,55,41,45,1,1,1,0,0,0,8,7,7,0,0,0,1,1,1,1,1,1,0,0,0,59.7,40.3,44.78,68.75,31.25,37.5,100.0,100.0,100.0,0.0,0.0,0.0,0.0,58.14,41.86,48.84,87.5,87.5,0.0,0.0,0.0,0.0,0.0,63.16,36.84,43.16,100.0,100.0,50.0,50.0,56.25,100.0,100.0,0.0,0.0,0.0,0.0,0.0,60.53,39.47,44.74,58.62,41.38,44.83,79.64,51.93,58.87,57.29,42.71,46.88,0.0,0.0,0.0,75.76,24.24,30.3,0.0,0.0,0.0
SAGUACHE,MOFFAT 2,231,154,77,80,19,14,5,5,5,3,2,3,111,71,40,40,2,2,0,0,87,51,36,38,21,13,8,8,3,3,0,0,109,75,34,35,122,79,43,45,2,1,1,2,3,1,2,2,12,11,1,1,204,132,72,74,2,2,2,0,0,0,14,12,12,0,0,0,13,12,12,4,3,3,1,1,1,66.67,33.33,34.63,73.68,26.32,26.32,100.0,100.0,60.0,40.0,60.0,0.0,0.0,63.96,36.04,36.04,85.71,85.71,100.0,0.0,0.0,0.0,0.0,58.62,41.38,43.68,92.31,92.31,61.9,38.1,38.1,75.0,75.0,100.0,0.0,0.0,100.0,100.0,68.81,31.19,32.11,64.75,35.25,36.89,63.13,28.61,29.46,64.71,35.29,36.27,33.33,66.67,66.67,91.67,8.33,8.33,50.0,50.0,100.0
SAGUACHE,CENTER 26 JT,662,463,199,216,53,35,18,18,246,165,81,90,599,441,158,173,116,55,61,70,492,346,146,160,86,39,47,53,2,2,0,0,328,233,95,103,334,230,104,113,0,0,0,0,1,1,0,0,597,433,164,180,47,19,28,29,6,3,3,10,6,6,36,27,27,6,3,3,8,5,5,3,2,2,1,1,1,69.94,30.06,32.63,66.04,33.96,33.96,50.0,50.0,67.07,32.93,36.59,60.0,60.0,73.62,26.38,28.88,75.0,75.0,47.41,52.59,60.34,50.0,50.0,70.33,29.67,32.52,62.5,62.5,45.35,54.65,61.63,66.67,66.67,100.0,0.0,0.0,100.0,100.0,71.04,28.96,31.4,68.86,31.14,33.83,21.66,8.83,9.57,40.43,59.57,61.7,100.0,0.0,0.0,72.53,27.47,30.15,0.0,0.0,0.0
SAN JUAN,SILVERTON 1,84,45,39,40,7,4,3,3,17,9,8,9,51,30,21,22,0,0,0,0,28,19,9,10,1,0,1,1,13,9,4,4,32,15,17,18,52,30,22,22,0,0,0,0,0,0,0,0,25,11,14,15,59,34,25,25,0,0,0,1,1,1,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,53.57,46.43,47.62,57.14,42.86,42.86,0.0,0.0,52.94,47.06,52.94,100.0,100.0,58.82,41.18,43.14,100.0,100.0,0.0,0.0,0.0,0.0,0.0,67.86,32.14,35.71,100.0,100.0,0.0,100.0,100.0,100.0,100.0,69.23,30.77,30.77,0.0,0.0,46.88,53.12,56.25,57.69,42.31,42.31,146.5,166.0,175.78,57.63,42.37,42.37,0.0,0.0,0.0,44.0,56.0,60.0,0.0,0.0,0.0
SAN MIGUEL,TELLURIDE R-1,788,637,151,153,48,37,11,12,105,83,22,22,181,161,20,20,1,1,0,0,66,50,16,16,1,0,1,1,35,33,2,2,403,327,76,76,385,310,75,77,12,9,3,3,1,1,0,0,132,94,38,38,635,526,109,111,5,2,4,4,2,2,5,3,3,0,0,0,0,0,0,0,0,0,5,5,5,80.84,19.16,19.42,77.08,22.92,25.0,40.0,80.0,79.05,20.95,20.95,50.0,50.0,88.95,11.05,11.05,60.0,60.0,100.0,0.0,0.0,0.0,0.0,75.76,24.24,24.24,0.0,0.0,0.0,100.0,100.0,0.0,0.0,94.29,5.71,5.71,100.0,100.0,81.14,18.86,18.86,80.52,19.48,20.0,20.13,4.68,4.68,82.83,17.17,17.48,100.0,0.0,0.0,71.21,28.79,28.79,75.0,25.0,25.0
SAN MIGUEL,NORWOOD R-2J,277,218,59,64,25,22,3,3,23,15,8,8,131,95,36,40,0,0,0,0,35,29,6,6,0,0,0,0,26,24,2,2,147,109,38,41,130,109,21,23,2,0,2,2,2,2,0,0,30,19,11,11,239,194,45,50,0,0,0,1,1,1,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,78.7,21.3,23.1,88.0,12.0,12.0,0.0,0.0,65.22,34.78,34.78,100.0,100.0,72.52,27.48,30.53,100.0,100.0,0.0,0.0,0.0,0.0,0.0,82.86,17.14,17.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.31,7.69,7.69,0.0,0.0,74.15,25.85,27.89,83.85,16.15,17.69,50.44,17.59,18.97,81.17,18.83,20.92,100.0,0.0,0.0,63.33,36.67,36.67,0.0,100.0,100.0
SEDGWICK,JULESBURG RE-1,1514,361,1149,1168,107,49,58,60,6,6,0,0,209,112,96,98,0,0,0,0,35,31,3,4,0,0,0,0,20,15,5,5,923,202,717,730,591,159,432,438,12,0,12,12,58,6,52,52,311,83,228,229,1087,262,821,838,44,3,6,14,1,4,219,33,62,2,0,0,39,1,6,18,3,4,16,8,9,23.84,75.89,77.15,45.79,54.21,56.07,6.82,13.64,100.0,0.0,0.0,7.14,28.57,53.59,45.93,46.89,15.07,28.31,0.0,0.0,0.0,0.0,0.0,88.57,8.57,11.43,2.56,15.38,0.0,0.0,0.0,16.67,22.22,75.0,25.0,25.0,50.0,56.25,21.89,77.68,79.09,26.9,73.1,74.11,2.37,8.42,8.57,24.1,75.53,77.09,10.34,89.66,89.66,26.69,73.31,73.63,0.0,100.0,100.0
SEDGWICK,PLATTE VALLEY RE-3,141,106,35,35,25,21,4,4,0,0,0,0,104,78,26,26,0,0,0,0,4,2,2,2,0,0,0,0,3,2,1,1,68,44,24,24,73,62,11,11,2,0,2,2,2,1,1,1,19,15,4,4,115,88,27,27,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,75.18,24.82,24.82,84.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,25.0,25.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,33.33,33.33,0.0,0.0,64.71,35.29,35.29,84.93,15.07,15.07,95.16,51.9,51.9,76.52,23.48,23.48,50.0,50.0,50.0,78.95,21.05,21.05,0.0,100.0,100.0
SUMMIT,SUMMIT RE-1,3361,2614,746,782,323,273,50,54,844,692,152,166,1214,946,267,290,0,0,0,0,149,140,9,12,12,5,7,7,245,212,33,34,1618,1269,349,368,1743,1345,397,414,39,26,13,14,17,9,8,9,964,789,174,189,2240,1714,526,544,27,17,17,45,27,28,74,50,53,2,2,2,2,0,0,2,0,0,33,33,33,77.77,22.2,23.27,84.52,15.48,16.72,62.96,62.96,81.99,18.01,19.67,60.0,62.22,77.92,21.99,23.89,67.57,71.62,0.0,0.0,0.0,100.0,100.0,93.96,6.04,8.05,0.0,0.0,41.67,58.33,58.33,0.0,0.0,86.53,13.47,13.88,100.0,100.0,78.43,21.57,22.74,77.17,22.78,23.75,4.85,1.33,1.41,76.52,23.48,24.29,52.94,47.06,52.94,81.85,18.05,19.61,66.67,33.33,35.9
TELLER,CRIPPLE CREEK-VICTOR RE-1,483,268,215,236,60,37,23,23,5,3,2,2,271,150,121,138,0,0,0,0,235,125,110,123,27,15,12,14,8,5,3,3,219,123,96,107,264,145,119,129,4,3,1,1,8,4,4,4,46,23,23,24,411,232,179,199,4,2,2,0,0,0,34,24,25,0,0,0,0,0,0,13,9,9,2,1,1,55.49,44.51,48.86,61.67,38.33,38.33,50.0,50.0,60.0,40.0,40.0,0.0,0.0,55.35,44.65,50.92,70.59,73.53,0.0,0.0,0.0,0.0,0.0,53.19,46.81,52.34,0.0,0.0,55.56,44.44,51.85,69.23,69.23,62.5,37.5,37.5,50.0,50.0,56.16,43.84,48.86,54.92,45.08,48.86,25.64,20.02,22.31,56.45,43.55,48.42,50.0,50.0,50.0,50.0,50.0,52.17,75.0,25.0,25.0
TELLER,WOODLAND PARK RE-2,3088,2192,895,934,227,151,76,81,34,22,12,12,240,37,203,206,0,0,0,0,144,122,22,24,7,3,4,4,74,62,12,12,1428,1019,409,432,1660,1173,486,502,20,13,7,8,10,8,2,2,238,165,73,76,2677,1913,763,796,15,13,14,3,2,2,61,47,53,0,0,0,0,0,0,1,0,1,10,10,10,70.98,28.98,30.25,66.52,33.48,35.68,86.67,93.33,64.71,35.29,35.29,66.67,66.67,15.42,84.58,85.83,77.05,86.89,0.0,0.0,0.0,0.0,0.0,84.72,15.28,16.67,0.0,0.0,42.86,57.14,57.14,0.0,100.0,83.78,16.22,16.22,100.0,100.0,71.36,28.64,30.25,70.66,29.28,30.24,5.0,2.01,2.12,71.46,28.5,29.73,80.0,20.0,20.0,69.33,30.67,31.93,65.0,35.0,40.0
WASHINGTON,AKRON R-1,386,309,72,77,47,35,10,12,6,6,0,0,186,139,42,47,2,1,1,1,44,33,9,11,2,0,2,2,17,17,0,0,193,153,37,40,193,156,35,37,3,1,2,2,0,0,0,0,51,44,7,7,324,256,63,68,4,3,3,1,1,1,17,16,16,1,1,1,0,0,0,1,1,1,1,1,1,80.05,18.65,19.95,74.47,21.28,25.53,75.0,75.0,100.0,0.0,0.0,100.0,100.0,74.73,22.58,25.27,94.12,94.12,50.0,50.0,50.0,100.0,100.0,75.0,20.45,25.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,79.27,19.17,20.73,80.83,18.13,19.17,41.07,9.93,10.74,79.01,19.44,20.99,0.0,0.0,0.0,86.27,13.73,13.73,33.33,66.67,66.67
