county,school_dist,total_pupil_count_all_students,total_stable_pupil_count_all_students,total_stability_rate_all_students,total_mobile_student_count_all_students,total_student_mobility_rate_all_students,total_instances_of_mobility_all_students,total_mobility_incidence_rate_all_students,students_with_disabilities_pupil_count,students_with_disabilities_stable_student_count,students_with_disabilities_stability_rate,students_with_disabilities_mobile_student_count,students_with_disabilities_student_mobility_rate,students_with_disabilities_instances_of_mobility,students_with_disabilities_mobility_incidence_rate,english_language_learners_pupil_count,english_language_learners_stable_student_count,english_language_learners_stability_rate,english_language_learners_mobile_student_count,english_language_learners_student_mobility_rate,english_language_learners_instances_of_mobility,english_language_learners_mobility_incidence_rate,economically_disadvantaged_pupil_count,economically_disadvantaged_stable_student_count,economically_disadvantaged_stability_rate,economically_disadvantaged_mobile_student_count,economically_disadvantaged_student_mobility_rate,economically_disadvantaged_instances_of_mobility,economically_disadvantaged_mobility_incidence_rate,migrant_pupil_count,migrant_stable_student_count,migrant_stability_rate,migrant_mobile_student_count,migrant_student_mobility_rate,migrant_instances_of_mobility,migrant_mobility_incidence_rate,title_1_pupil_count,title_1_stable_student_count,title_1_pupil_stability_rate,title_1_mobile_student_count,title_1_student_mobility_rate,title_1_instances_of_mobility,title_1_mobility_incidence_rate,homeless_pupil_count,homeless_stable_student_count,homeless_stability_rate,homeless_mobile_student_count,homeless_student_mobility_rate,homeless_instances_of_mobility,homeless_mobility_incidence_rate,gifted_talented_pupil_count,gifted_talented_stable_student_count,gifted_talented_stability_rate,gifted_talented_mobile_student_count,gifted_talented_student_mobility_rate,gifted_talented_instances_of_mobility,gifted_talented_mobility_incidence_rate,total_female_pupil_count,total_female_stable_student_count,total_female_stability_rate,total_female_mobile_student_count,total_female_student_mobility_rate,total_female_instances_of_mobility,total_female_mobility_incidence_rate,total_male_pupil_count,total_male_stable_student_count,total_male_stability_rate,total_male_mobile_student_count,total_male_student_mobility_rate,total_male_instances_of_mobility,total_male_mobility_incidence_rate,total_american_indian_or_alaska_native_pupil_count,total_american_indian_or_alaska_native_stable_student_count,total_american_indian_or_alaska_native_stability_rate,total_american_indian_or_alaska_native_mobile_student_count,total_american_indian_or_alaska_native_student_mobility_rate,total_american_indian_or_alaska_native_instances_of_mobility,total_american_indian_or_alaska_native_mobility_incidence_rate,total_asian_pupil_count,total_asian_stable_student_count,total_asian_stability_rate,total_asian_mobile_student_count,total_asian_student_mobility_rate,total_asian_instances_of_mobility,total_asian_mobility_incidence_rate,total_black_or_african_american_pupil_count,total_black_or_african_american_stable_student_count,total_black_or_african_american_stability_rate,total_black_or_african_american_mobile_student_count,total_black_or_african_american_student_mobility_rate,total_black_or_african_american_instances_of_mobility,total_black_or_african_american_mobility_incidence_rate,total_hispanic_or_latino_pupil_count,total_hispanic_or_latino_stable_student_count,total_hispanic_or_latino_stability_rate,total_hispanic_or_latino_mobile_student_count,total_hispanic_or_latino_student_mobility_rate,total_hispanic_or_latino_instances_of_mobility,total_hispanic_or_latino_mobility_incidence_rate,total_white_pupil_count,total_white_stable_student_count,total_white_stability_rate,total_white_mobile_student_count,total_white_student_mobility_rate,total_white_instances_of_mobility,total_white_mobility_incidence_rate,total_native_hawaiian_or_other_pacific_islander_pupil_count,total_native_hawaiian_or_other_pacific_islander_stable_student_count,total_native_hawaiian_or_other_pacific_islander_stability_rate,total_native_hawaiian_or_other_pacific_islander_mobile_student_count,total_native_hawaiian_or_other_pacific_islander_student_mobility_rate,total_native_hawaiian_or_other_pacific_islander_instances_of_mobility,total_native_hawaiian_or_other_pacific_islander_mobility_incidence_rate,total_two_or_more_races_pupil_count,total_two_or_more_races_stable_student_count,total_two_or_more_races_stability_rate,total_two_or_more_races_mobile_student_count,total_two_or_more_races_student_mobility_rate,total_two_or_more_races_instances_of_mobility,total_two_or_more_races_mobility_incidence_rate,students_with_disabilities_final_grad_base,students_with_disabilities_graduates_total,students_with_disabilities_graduation_rate,students_with_disabilities_completers_total,students_with_disabilities_completion_rate,limited_english_proficient_final_grad_base,limited_english_proficient_graduates_total,limited_english_proficient_graduation_rate,limited_english_proficient_completers_total,limited_english_proficient_completion_rate,econ_disadvant_final_grad_base,econ_disadvant_graduates_total,econ_disadvant_graduation_rate,econ_disadvant_completers_total,econ_disadvant_completion_rate,migrant_final_grad_base,migrant_graduates_total,migrant_graduation_rate,migrant_completers_total,migrant_completion_rate,title_1_final_grad_base,title_1_graduates_total,title_1_graduation_rate,title_1_completers_total,title_1_completion_rate,homeless_final_grad_base,homeless_graduates_total,homeless_graduation_rate,homeless_completers_total,homeless_completion_rate,gifted_talented_final_grad_base,gifted_talented_graduates_total,gifted_talented_graduation_rate,gifted_talented_completers_total,gifted_talented_completion_rate
KIT CARSON,STRATTON R-4,189,128,67.7,61,32.3,61,32.3,38,26,68.4,12,31.6,12,31.6,18,12,66.7,6,33.3,6,33.3,113,74,65.5,39,34.5,39,34.5,3,3,100.0,0,0.0,0,0.0,15,10,66.7,5,33.3,5,33.3,0,0,0.0,0,0.0,0,0.0,20,16,80.0,4,20.0,4,20.0,88,57,64.8,31,35.2,31,35.2,101,71,70.3,30,29.7,30,29.7,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,35,23,65.7,12,34.3,12,34.3,154,105,68.2,49,31.8,49,31.8,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,4,3,75.0,4,100.0,1,1,100.0,1,100.0,10,9,90.0,10,100.0,1,1,100.0,1,100.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,6,6,100.0,6,100.0
KIT CARSON,BETHUNE R-5,156,99,63.5,57,36.5,57,36.5,9,2,22.2,7,77.8,7,77.8,33,23,69.7,10,30.3,10,30.3,109,64,58.7,45,41.3,45,41.3,1,1,100.0,0,0.0,0,0.0,20,18,90.0,2,10.0,2,10.0,0,0,0.0,0,0.0,0,0.0,8,5,62.5,3,37.5,3,37.5,71,39,54.9,32,45.1,32,45.1,85,60,70.6,25,29.4,25,29.4,0,0,0.0,0,0.0,0,0.0,2,1,50.0,1,50.0,1,50.0,0,0,0.0,0,0.0,0,0.0,54,37,68.5,17,31.5,17,31.5,100,61,61.0,39,39.0,39,39.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,1,1,100.0,1,100.0,7,7,100.0,7,100.0,1,1,100.0,1,100.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,2,2,100.0,2,100.0
KIT CARSON,BURLINGTON RE-6J,845,643,76.1,202,23.9,208,24.6,83,61,73.5,22,26.5,24,28.9,198,162,81.8,36,18.2,40,20.2,471,343,72.8,128,27.2,132,28.0,39,34,87.2,5,12.8,5,12.8,171,139,81.3,32,18.7,32,18.7,23,6,26.1,17,73.9,17,73.9,25,23,92.0,2,8.0,2,8.0,418,317,75.8,101,24.2,103,24.6,427,326,76.3,101,23.7,105,24.6,6,3,50.0,3,50.0,3,50.0,3,2,66.7,1,33.3,1,33.3,9,9,100.0,0,0.0,0,0.0,314,247,78.7,67,21.3,71,22.6,506,378,74.7,128,25.3,130,25.7,0,0,0.0,0,0.0,0,0.0,7,4,57.1,3,42.9,3,42.9,8,4,50.0,4,50.0,15,11,73.3,11,73.3,31,24,77.4,24,77.4,7,4,57.1,4,57.1,1,1,100.0,1,100.0,5,3,60.0,3,60.0,2,2,100.0,2,100.0
LAKE,LAKE COUNTY R-1,1246,930,74.6,316,25.4,336,27.0,128,100,78.1,28,21.9,31,24.2,467,357,76.4,110,23.6,119,25.5,862,665,77.1,197,22.9,213,24.7,3,3,100.0,0,0.0,0,0.0,139,108,77.7,31,22.3,33,23.7,8,1,12.5,7,87.5,7,87.5,60,50,83.3,10,16.7,10,16.7,616,460,74.7,156,25.3,168,27.3,630,470,74.6,160,25.4,168,26.7,31,5,16.1,26,83.9,27,87.1,1,0,0.0,1,100.0,1,100.0,3,1,33.3,2,66.7,2,66.7,843,656,77.8,187,22.2,202,24.0,352,253,71.9,99,28.1,103,29.3,0,0,0.0,0,0.0,0,0.0,16,15,93.8,1,6.3,1,6.3,10,3,30.0,4,40.0,24,13,54.2,13,54.2,43,29,67.4,29,67.4,3,1,33.3,1,33.3,0,0,0.0,0,0.0,0,0,0.0,0,0.0,8,8,100.0,8,100.0
LA PLATA,DURANGO 9-R,5088,3806,74.8,1273,25.0,1348,26.5,429,331,77.2,99,23.1,107,24.9,161,112,69.6,49,30.4,55,34.2,1738,1253,72.1,479,27.6,522,30.0,0,0,0.0,0,0.0,0,0.0,1354,1105,81.6,244,18.0,270,19.9,54,23,42.6,27,50.0,31,57.4,407,344,84.5,63,15.5,64,15.7,2489,1896,76.2,590,23.7,631,25.4,2599,1910,73.5,683,26.3,717,27.6,295,197,66.8,96,32.5,108,36.6,55,40,72.7,15,27.3,15,27.3,35,19,54.3,16,45.7,16,45.7,883,622,70.4,256,29.0,282,31.9,3735,2869,76.8,864,23.1,900,24.1,5,4,80.0,1,20.0,1,20.0,80,55,68.8,25,31.3,26,32.5,34,22,64.7,23,67.6,5,2,40.0,2,40.0,116,67,57.8,80,69.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,3,0,0.0,2,66.7,49,47,95.9,48,98.0
LA PLATA,BAYFIELD 10 JT-R,1569,1161,74.0,412,26.3,438,27.9,127,93,73.2,38,29.9,43,33.9,26,19,73.1,7,26.9,9,34.6,512,334,65.2,178,34.8,189,36.9,2,2,100.0,0,0.0,0,0.0,54,43,79.6,11,20.4,11,20.4,10,4,40.0,6,60.0,6,60.0,114,106,93.0,8,7.0,9,7.9,771,573,74.3,200,25.9,212,27.5,798,588,73.7,212,26.6,226,28.3,49,30,61.2,20,40.8,22,44.9,5,4,80.0,1,20.0,1,20.0,3,1,33.3,2,66.7,2,66.7,221,141,63.8,80,36.2,88,39.8,1246,960,77.0,289,23.2,305,24.5,1,0,0.0,1,100.0,1,100.0,44,25,56.8,19,43.2,19,43.2,4,4,100.0,4,100.0,1,1,100.0,1,100.0,15,12,80.0,13,86.7,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,9,9,100.0,9,100.0
LA PLATA,IGNACIO 11 JT,877,615,70.1,261,29.8,288,32.8,98,80,81.6,18,18.4,21,21.4,43,28,65.1,15,34.9,15,34.9,429,367,85.5,62,14.5,67,15.6,0,0,0.0,0,0.0,0,0.0,481,347,72.1,133,27.7,149,31.0,2,1,50.0,1,50.0,1,50.0,60,53,88.3,7,11.7,7,11.7,410,286,69.8,124,30.2,140,34.1,467,329,70.4,137,29.3,148,31.7,243,157,64.6,86,35.4,96,39.5,3,1,33.3,2,66.7,2,66.7,5,5,100.0,0,0.0,0,0.0,274,201,73.4,73,26.6,80,29.2,300,222,74.0,77,25.7,85,28.3,0,0,0.0,0,0.0,0,0.0,52,29,55.8,23,44.2,25,48.1,8,3,37.5,3,37.5,2,2,100.0,2,100.0,31,22,71.0,22,71.0,0,0,0.0,0,0.0,1,1,100.0,1,100.0,1,0,0.0,0,0.0,6,6,100.0,6,100.0
LARIMER,POUDRE R-1,29031,24159,83.2,4808,16.6,5476,18.9,2253,1859,82.5,391,17.4,479,21.3,2280,1818,79.7,464,20.4,581,25.5,8132,7000,86.1,1094,13.5,1450,17.8,44,33,75.0,11,25.0,11,25.0,2010,1571,78.2,428,21.3,494,24.6,721,497,68.9,217,30.1,268,37.2,2627,2479,94.4,146,5.6,169,6.4,14257,11876,83.3,2348,16.5,2675,18.8,14774,12283,83.1,2460,16.7,2801,19.0,163,125,76.7,38,23.3,50,30.7,979,762,77.8,217,22.2,254,25.9,406,297,73.2,107,26.4,128,31.5,4995,3984,79.8,996,19.9,1199,24.0,21515,18202,84.6,3269,15.2,3637,16.9,35,29,82.9,6,17.1,6,17.1,938,760,81.0,175,18.7,202,21.5,190,110,57.9,114,60.0,121,88,72.7,88,72.7,617,448,72.6,469,76.0,4,3,75.0,3,75.0,5,1,20.0,1,20.0,113,77,68.1,81,71.7,274,268,97.8,270,98.5
BOULDER,THOMPSON R2-J,16906,13276,78.5,3565,21.1,3885,23.0,1756,1456,82.9,295,16.8,326,18.6,620,476,76.8,144,23.2,162,26.1,5735,4436,77.3,1262,22.0,1429,24.9,14,3,21.4,11,78.6,11,78.6,2439,1831,75.1,588,24.1,679,27.8,355,162,45.6,189,53.2,212,59.7,1651,1541,93.3,109,6.6,122,7.4,8189,6457,78.8,1704,20.8,1845,22.5,8717,6819,78.2,1861,21.3,2040,23.4,103,75,72.8,28,27.2,30,29.1,250,196,78.4,54,21.6,57,22.8,168,113,67.3,55,32.7,60,35.7,3104,2335,75.2,757,24.4,829,26.7,12918,10278,79.6,2587,20.0,2812,21.8,37,26,70.3,11,29.7,11,29.7,326,253,77.6,73,22.4,86,26.4,118,61,51.7,64,54.2,23,10,43.5,10,43.5,407,249,61.2,276,67.8,2,1,50.0,1,50.0,4,2,50.0,2,50.0,33,15,45.5,18,54.5,128,121,94.5,124,96.9
LARIMER,PARK (ESTES PARK) R-3,1272,972,76.4,295,23.2,308,24.2,98,78,79.6,20,20.4,20,20.4,177,141,79.7,36,20.3,37,20.9,449,332,73.9,114,25.4,121,26.9,1,1,100.0,0,0.0,0,0.0,121,90,74.4,31,25.6,31,25.6,11,4,36.4,7,63.6,7,63.6,137,124,90.5,13,9.5,14,10.2,585,457,78.1,127,21.7,131,22.4,687,515,75.0,168,24.5,177,25.8,12,7,58.3,5,41.7,5,41.7,19,15,78.9,4,21.1,4,21.1,13,13,100.0,0,0.0,0,0.0,270,203,75.2,67,24.8,69,25.6,931,721,77.4,205,22.0,216,23.2,7,2,28.6,5,71.4,5,71.4,20,11,55.0,9,45.0,9,45.0,8,4,50.0,4,50.0,6,3,50.0,3,50.0,26,18,69.2,18,69.2,1,0,0.0,0,0.0,1,0,0.0,0,0.0,5,3,60.0,3,60.0,21,21,100.0,21,100.0
LAS ANIMAS,TRINIDAD 1,1594,1163,73.0,430,27.0,463,29.0,189,150,79.4,39,20.6,43,22.8,69,53,76.8,16,23.2,16,23.2,1081,788,72.9,292,27.0,315,29.1,0,0,0.0,0,0.0,0,0.0,793,576,72.6,217,27.4,235,29.6,12,0,0.0,12,100.0,13,108.3,19,18,94.7,1,5.3,1,5.3,809,595,73.5,213,26.3,225,27.8,785,568,72.4,217,27.6,238,30.3,27,16,59.3,11,40.7,11,40.7,23,19,82.6,4,17.4,4,17.4,17,9,52.9,8,47.1,8,47.1,1039,788,75.8,250,24.1,274,26.4,479,325,67.8,154,32.2,163,34.0,1,1,100.0,0,0.0,0,0.0,8,5,62.5,3,37.5,3,37.5,12,9,75.0,10,83.3,1,1,100.0,1,100.0,79,66,83.5,70,88.6,0,0,0.0,0,0.0,2,1,50.0,1,50.0,0,0,0.0,0,0.0,3,3,100.0,3,100.0
LAS ANIMAS,PRIMERO REORGANIZED 2,239,115,48.1,124,51.9,124,51.9,20,8,40.0,12,60.0,12,60.0,4,3,75.0,1,25.0,1,25.0,92,43,46.7,49,53.3,49,53.3,2,1,50.0,1,50.0,1,50.0,36,18,50.0,18,50.0,18,50.0,0,0,0.0,0,0.0,0,0.0,5,4,80.0,1,20.0,1,20.0,111,57,51.4,54,48.6,54,48.6,128,58,45.3,70,54.7,70,54.7,2,0,0.0,2,100.0,2,100.0,1,1,100.0,0,0.0,0,0.0,3,0,0.0,3,100.0,3,100.0,92,50,54.3,42,45.7,42,45.7,141,64,45.4,77,54.6,77,54.6,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,1,1,100.0,1,100.0,5,3,60.0,3,60.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,2,2,100.0,2,100.0
LAS ANIMAS,HOEHNE REORGANIZED 3,376,270,71.8,106,28.2,106,28.2,36,26,72.2,10,27.8,10,27.8,5,4,80.0,1,20.0,1,20.0,139,87,62.6,52,37.4,52,37.4,4,4,100.0,0,0.0,0,0.0,29,24,82.8,5,17.2,5,17.2,1,1,100.0,0,0.0,0,0.0,6,5,83.3,1,16.7,1,16.7,181,127,70.2,54,29.8,54,29.8,195,143,73.3,52,26.7,52,26.7,0,0,0.0,0,0.0,0,0.0,2,2,100.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,160,114,71.3,46,28.8,46,28.8,207,151,72.9,56,27.1,56,27.1,1,0,0.0,1,100.0,1,100.0,6,3,50.0,3,50.0,3,50.0,1,1,100.0,1,100.0,0,0,0.0,0,0.0,8,8,100.0,8,100.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,1,1,100.0,1,100.0,1,1,100.0,1,100.0
LAS ANIMAS,AGUILAR REORGANIZED 6,123,56,45.5,66,53.7,69,56.1,16,12,75.0,4,25.0,4,25.0,5,4,80.0,1,20.0,1,20.0,85,45,52.9,40,47.1,41,48.2,0,0,0.0,0,0.0,0,0.0,123,56,45.5,66,53.7,69,56.1,0,0,0.0,0,0.0,0,0.0,1,1,100.0,0,0.0,0,0.0,55,27,49.1,28,50.9,28,50.9,68,29,42.6,38,55.9,41,60.3,1,0,0.0,1,100.0,1,100.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,64,31,48.4,32,50.0,34,53.1,58,25,43.1,33,56.9,34,58.6,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,3,0,0.0,0,0.0,0,0,0.0,0,0.0,12,6,50.0,6,50.0,0,0,0.0,0,0.0,13,7,53.8,7,53.8,1,0,0.0,0,0.0,0,0,0.0,0,0.0
LAS ANIMAS,BRANSON REORGANIZED 82,600,220,36.7,380,63.3,385,64.2,21,9,42.9,12,57.1,12,57.1,3,0,0.0,3,100.0,3,100.0,91,58,63.7,33,36.3,33,36.3,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,36,28,77.8,8,22.2,9,25.0,339,122,36.0,217,64.0,220,64.9,261,98,37.5,163,62.5,165,63.2,8,3,37.5,5,62.5,5,62.5,4,1,25.0,3,75.0,3,75.0,28,7,25.0,21,75.0,21,75.0,147,46,31.3,101,68.7,101,68.7,388,151,38.9,237,61.1,240,61.9,2,1,50.0,1,50.0,2,100.0,23,11,47.8,12,52.2,13,56.5,2,0,0.0,0,0.0,0,0,0.0,0,0.0,19,7,36.8,8,42.1,0,0,0.0,0,0.0,2,1,50.0,2,100.0,1,0,0.0,0,0.0,1,1,100.0,1,100.0
LAS ANIMAS,KIM REORGANIZED 88,61,47,77.0,14,23.0,14,23.0,1,1,100.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,37,28,75.7,9,24.3,9,24.3,2,0,0.0,2,100.0,2,100.0,7,7,100.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,2,1,50.0,1,50.0,1,50.0,29,23,79.3,6,20.7,6,20.7,32,24,75.0,8,25.0,8,25.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,11,5,45.5,6,54.5,6,54.5,50,42,84.0,8,16.0,8,16.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,3,3,100.0,3,100.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,1,1,100.0,1,100.0
LINCOLN,GENOA-HUGO C113,190,134,70.5,56,29.5,58,30.5,25,17,68.0,8,32.0,8,32.0,0,0,0.0,0,0.0,0,0.0,107,72,67.3,35,32.7,37,34.6,0,0,0.0,0,0.0,0,0.0,25,21,84.0,4,16.0,4,16.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,89,65,73.0,24,27.0,25,28.1,101,69,68.3,32,31.7,33,32.7,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,4,2,50.0,2,50.0,3,75.0,8,3,37.5,5,62.5,5,62.5,178,129,72.5,49,27.5,50,28.1,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,2,0,0.0,0,0.0,0,0,0.0,0,0.0,10,4,40.0,4,40.0,0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0
LINCOLN,LIMON RE-4J,542,369,68.1,173,31.9,177,32.7,61,49,80.3,12,19.7,12,19.7,22,12,54.5,10,45.5,10,45.5,251,172,68.5,79,31.5,81,32.3,0,0,0.0,0,0.0,0,0.0,206,131,63.6,75,36.4,76,36.9,15,1,6.7,14,93.3,14,93.3,32,29,90.6,3,9.4,3,9.4,268,184,68.7,84,31.3,84,31.3,274,185,67.5,89,32.5,93,33.9,6,4,66.7,2,33.3,2,33.3,5,3,60.0,2,40.0,2,40.0,14,10,71.4,4,28.6,4,28.6,51,34,66.7,17,33.3,17,33.3,455,309,67.9,146,32.1,150,33.0,2,1,50.0,1,50.0,1,50.0,9,8,88.9,1,11.1,1,11.1,8,6,75.0,6,75.0,1,1,100.0,1,100.0,22,18,81.8,18,81.8,0,0,0.0,0,0.0,3,2,66.7,2,66.7,1,1,100.0,1,100.0,1,1,100.0,1,100.0
LINCOLN,KARVAL RE-23,265,93,35.1,172,64.9,176,66.4,27,9,33.3,18,66.7,18,66.7,0,0,0.0,0,0.0,0,0.0,71,31,43.7,40,56.3,41,57.7,0,0,0.0,0,0.0,0,0.0,3,3,100.0,0,0.0,0,0.0,2,0,0.0,2,100.0,2,100.0,2,2,100.0,0,0.0,0,0.0,127,48,37.8,79,62.2,81,63.8,138,45,32.6,93,67.4,95,68.8,3,1,33.3,2,66.7,2,66.7,5,3,60.0,2,40.0,2,40.0,6,2,33.3,4,66.7,4,66.7,22,5,22.7,17,77.3,17,77.3,229,82,35.8,147,64.2,151,65.9,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,2,1,50.0,1,50.0,1,0,0.0,0,0.0,20,11,55.0,13,65.0,0,0,0.0,0,0.0,3,1,33.3,2,66.7,3,2,66.7,2,66.7,1,1,100.0,1,100.0
LOGAN,VALLEY RE-1,2501,1916,76.6,583,23.3,630,25.2,301,239,79.4,61,20.3,70,23.3,165,131,79.4,34,20.6,35,21.2,1233,936,75.9,295,23.9,323,26.2,9,5,55.6,4,44.4,4,44.4,1150,883,76.8,267,23.2,286,24.9,20,7,35.0,13,65.0,16,80.0,176,162,92.0,14,8.0,15,8.5,1195,911,76.2,283,23.7,309,25.9,1306,1005,77.0,300,23.0,321,24.6,21,13,61.9,8,38.1,9,42.9,17,10,58.8,7,41.2,7,41.2,20,10,50.0,10,50.0,11,55.0,638,490,76.8,147,23.0,160,25.1,1732,1341,77.4,390,22.5,421,24.3,4,4,100.0,0,0.0,0,0.0,69,48,69.6,21,30.4,22,31.9,22,12,54.5,14,63.6,3,2,66.7,2,66.7,87,56,64.4,61,70.1,3,2,66.7,2,66.7,2,1,50.0,1,50.0,4,2,50.0,3,75.0,27,25,92.6,25,92.6
LOGAN,FRENCHMAN RE-3,196,153,78.1,43,21.9,44,22.4,21,14,66.7,7,33.3,7,33.3,1,1,100.0,0,0.0,0,0.0,95,68,71.6,27,28.4,27,28.4,0,0,0.0,0,0.0,0,0.0,29,19,65.5,10,34.5,10,34.5,0,0,0.0,0,0.0,0,0.0,6,6,100.0,0,0.0,0,0.0,102,79,77.5,23,22.5,24,23.5,94,74,78.7,20,21.3,20,21.3,0,0,0.0,0,0.0,0,0.0,2,1,50.0,1,50.0,1,50.0,1,0,0.0,1,100.0,1,100.0,24,19,79.2,5,20.8,5,20.8,167,131,78.4,36,21.6,37,22.2,0,0,0.0,0,0.0,0,0.0,2,2,100.0,0,0.0,0,0.0,2,2,100.0,2,100.0,0,0,0.0,0,0.0,3,3,100.0,3,100.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,3,3,100.0,3,100.0
LOGAN,BUFFALO RE-4J,339,279,82.3,60,17.7,60,17.7,33,23,69.7,10,30.3,10,30.3,6,2,33.3,4,66.7,4,66.7,119,88,73.9,31,26.1,31,26.1,0,0,0.0,0,0.0,0,0.0,51,38,74.5,13,25.5,13,25.5,0,0,0.0,0,0.0,0,0.0,8,8,100.0,0,0.0,0,0.0,162,136,84.0,26,16.0,26,16.0,177,143,80.8,34,19.2,34,19.2,3,3,100.0,0,0.0,0,0.0,4,2,50.0,2,50.0,2,50.0,10,10,100.0,0,0.0,0,0.0,30,22,73.3,8,26.7,8,26.7,288,238,82.6,50,17.4,50,17.4,0,0,0.0,0,0.0,0,0.0,4,4,100.0,0,0.0,0,0.0,2,2,100.0,2,100.0,0,0,0.0,0,0.0,10,10,100.0,10,100.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0
LOGAN,PLATEAU RE-5,192,151,78.6,41,21.4,42,21.9,17,15,88.2,2,11.8,2,11.8,1,1,100.0,0,0.0,0,0.0,77,64,83.1,13,16.9,14,18.2,0,0,0.0,0,0.0,0,0.0,14,13,92.9,1,7.1,1,7.1,0,0,0.0,0,0.0,0,0.0,9,9,100.0,0,0.0,0,0.0,77,58,75.3,19,24.7,19,24.7,115,93,80.9,22,19.1,23,20.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,6,2,33.3,4,66.7,4,66.7,183,146,79.8,37,20.2,38,20.8,0,0,0.0,0,0.0,0,0.0,3,3,100.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,4,4,100.0,4,100.0,0,0,0.0,0,0.0,2,2,100.0,2,100.0,0,0,0.0,0,0.0,1,1,100.0,1,100.0
MESA,DE BEQUE 49JT,149,73,49.0,76,51.0,81,54.4,12,4,33.3,8,66.7,8,66.7,2,2,100.0,0,0.0,0,0.0,72,32,44.4,40,55.6,44,61.1,0,0,0.0,0,0.0,0,0.0,40,27,67.5,13,32.5,14,35.0,0,0,0.0,0,0.0,0,0.0,3,3,100.0,0,0.0,0,0.0,59,29,49.2,30,50.8,32,54.2,90,44,48.9,46,51.1,49,54.4,2,2,100.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,17,6,35.3,11,64.7,11,64.7,126,65,51.6,61,48.4,66,52.4,0,0,0.0,0,0.0,0,0.0,4,0,0.0,4,100.0,4,100.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,4,3,75.0,3,75.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,2,2,100.0,2,100.0
MESA,PLATEAU VALLEY 50,653,359,55.0,294,45.0,299,45.8,64,28,43.8,36,56.3,36,56.3,17,8,47.1,9,52.9,9,52.9,160,99,61.9,61,38.1,62,38.8,0,0,0.0,0,0.0,0,0.0,72,59,81.9,13,18.1,13,18.1,0,0,0.0,0,0.0,0,0.0,2,1,50.0,1,50.0,1,50.0,276,159,57.6,117,42.4,119,43.1,377,200,53.1,177,46.9,180,47.7,13,6,46.2,7,53.8,8,61.5,4,3,75.0,1,25.0,1,25.0,35,13,37.1,22,62.9,23,65.7,137,60,43.8,77,56.2,77,56.2,459,276,60.1,183,39.9,186,40.5,1,0,0.0,1,100.0,1,100.0,4,1,25.0,3,75.0,3,75.0,23,5,21.7,5,21.7,5,0,0.0,0,0.0,67,17,25.4,29,43.3,0,0,0.0,0,0.0,18,7,38.9,9,50.0,3,0,0.0,0,0.0,2,1,50.0,2,100.0
